,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Regionname,Propertycount,Suburb-Encoded,CouncilArea_Banyule,CouncilArea_Bayside,CouncilArea_Boroondara,CouncilArea_Brimbank,CouncilArea_Cardinia,CouncilArea_Casey,CouncilArea_Darebin,CouncilArea_Frankston,CouncilArea_Glen Eira,CouncilArea_Greater Dandenong,CouncilArea_Hobsons Bay,CouncilArea_Hume,CouncilArea_Kingston,CouncilArea_Knox,CouncilArea_Macedon Ranges,CouncilArea_Manningham,CouncilArea_Maribyrnong,CouncilArea_Maroondah,CouncilArea_Melbourne,CouncilArea_Melton,CouncilArea_Monash,CouncilArea_Moonee Valley,CouncilArea_Moorabool,CouncilArea_Moreland,CouncilArea_Nillumbik,CouncilArea_Port Phillip,CouncilArea_Stonnington,CouncilArea_Unavailable,CouncilArea_Whitehorse,CouncilArea_Whittlesea,CouncilArea_Wyndham,CouncilArea_Yarra,CouncilArea_Yarra Ranges
13,Abbotsford,45 William St,-0.9814633698531323,h,0.15144354961257936,S,Biggin,13/08/2016,-1.3014849810054607,-0.42241516658907846,-0.9470351748622228,-0.7723755222926781,-0.6337801554835224,-0.09106981461064154,-0.048001429326883296,0.14262330140899648,0.010128246096268438,0.020053675536476807,Northern Metropolitan,-0.7846248060811246,-1.719824827969119,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
14,Abbotsford,7/20 Abbotsford St,-2.0278028707642277,u,-0.9927996277293479,SP,Greg,14/05/2016,-1.3014849810054607,-0.42241516658907846,-1.9823545819326613,-0.7723755222926781,-0.6337801554835224,-0.1399355983402763,-0.048001429326883296,0.14262330140899648,0.09592518783343308,0.0344890037106622,Northern Metropolitan,-0.7846248060811246,-1.719824827969119,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15,Abbotsford,16 William St,-0.9814633698531323,h,0.36652685362421983,S,Jellis,15/10/2016,-1.3014849810054607,-0.42241516658907846,-0.9470351748622228,-0.7723755222926781,0.4050752030500361,-0.08029428281385029,-0.1016081845201487,-2.003789369282137,0.002557927707710908,0.022940741171423293,Northern Metropolitan,-0.7846248060811246,-1.719824827969119,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
16,Abbotsford,42 Henry St,0.06487613105796312,h,0.19446021041490746,S,Jellis,16/07/2016,-1.3014849810054607,-0.42241516658907846,0.08828423220821574,0.6733666682978894,-0.6337801554835224,-0.11161850315335974,-0.07757757012316766,-2.272090953118529,0.04545639857629323,-0.02132759856305522,Northern Metropolitan,-0.7846248060811246,-1.719824827969119,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
17,Abbotsford,78 Yarra St,0.06487613105796312,h,0.15770051845655436,S,LITTLE,16/07/2016,-1.3014849810054607,-0.42241516658907846,-0.9470351748622228,-0.7723755222926781,-0.6337801554835224,-0.10535365908545785,-0.08682011412200652,-2.003789369282137,0.08961658917625698,0.012354833843559699,Northern Metropolitan,-0.7846248060811246,-1.719824827969119,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
18,Abbotsford,196 Nicholson St,0.06487613105796312,h,-0.18877913127856102,S,Collins,17/09/2016,-1.3014849810054607,-0.42241516658907846,0.08828423220821574,-0.7723755222926781,-1.6726355140170808,-0.09407693976323445,-0.048001429326883296,0.14262330140899648,0.08835486944487556,0.021978385959774464,Northern Metropolitan,-0.7846248060811246,-1.719824827969119,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
19,Abbotsford,42 Valiant St,-0.9814633698531323,h,-0.2904548749931547,S,Biggin,17/09/2016,-1.3014849810054607,-0.42241516658907846,-0.9470351748622228,-0.7723755222926781,-0.6337801554835224,-0.10234653393286494,-0.14597239571457524,0.5450756771635841,0.10223378649060919,0.04988668709676993,Northern Metropolitan,-0.7846248060811246,-1.719824827969119,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
20,Abbotsford,3/72 Charles St,1.1112156319690585,h,0.3978116978440948,PI,Kay,18/03/2017,-1.3014849810054607,-0.42241516658907846,1.1236036392786544,0.6733666682978894,0.4050752030500361,0.05552753657826272,-0.031364850128973346,-1.7354877854457456,0.024007163142002068,-0.0001557839073280337,Northern Metropolitan,-0.7846248060811246,-1.719824827969119,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
21,Abbotsford,13/11 Nicholson St,0.06487613105796312,t,-0.2748124528832172,S,Beller,18/03/2017,-1.3014849810054607,-0.42241516658907846,0.08828423220821574,0.6733666682978894,0.4050752030500361,-0.1399355983402763,-0.048001429326883296,1.2158296367545633,-0.0012272314866126823,0.006580702573940247,Northern Metropolitan,-0.7846248060811246,-1.719824827969119,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
22,Abbotsford,138/56 Nicholson St,0.06487613105796312,u,0.022393567205595075,S,Jellis,18/03/2017,-1.3014849810054607,-0.42241516658907846,0.08828423220821574,0.6733666682978894,0.4050752030500361,0.9351116437116883,-0.23100380050389277,0.14262330140899648,0.017698564484825968,0.012354833843559699,Northern Metropolitan,-0.7846248060811246,-1.719824827969119,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
23,Abbotsford,6/219 Nicholson St,-0.9814633698531323,u,-0.9005093372807168,S,Collins,18/06/2016,-1.3014849810054607,-0.42241516658907846,-0.9470351748622228,-0.7723755222926781,-0.6337801554835224,-0.1399355983402763,-0.17000301011155627,0.14262330140899648,0.09718690756490415,0.01909132032482798,Northern Metropolitan,-0.7846248060811246,-1.719824827969119,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
24,Abbotsford,52a William St,-0.9814633698531323,h,0.038035989315532565,PI,Biggin,18/06/2016,-1.3014849810054607,-0.42241516658907846,-0.9470351748622228,0.6733666682978894,-0.6337801554835224,-0.1088619717634829,-0.031364850128973346,1.2963201119054808,0.01643684475344454,0.02390309638307212,Northern Metropolitan,-0.7846248060811246,-1.719824827969119,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
25,Abbotsford,49 Park St,-0.9814633698531323,h,0.3743480646791886,S,Marshall,19/11/2016,-1.3014849810054607,-0.42241516658907846,-0.9470351748622228,-0.7723755222926781,-1.6726355140170808,-0.10309831522101316,-0.12379029011736198,-1.7354877854457456,0.015175125021973459,-0.011704046446840456,Northern Metropolitan,-0.7846248060811246,-1.719824827969119,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
26,Abbotsford,5/20 Abbotsford St,-2.0278028707642277,u,-1.0162632608942541,SP,Greg,22/08/2016,-1.3014849810054607,-0.42241516658907846,-1.9823545819326613,-0.7723755222926781,-0.6337801554835224,-0.1399355983402763,-0.048001429326883296,0.14262330140899648,0.09592518783343308,0.0344890037106622,Northern Metropolitan,-0.7846248060811246,-1.719824827969119,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
27,Abbotsford,48 Abbotsford St,0.06487613105796312,h,0.5816101576358603,PI,Nelson,22/08/2016,-1.3014849810054607,-0.42241516658907846,0.08828423220821574,2.119108858888457,-0.6337801554835224,-0.09833703372940773,0.04072699306196978,1.2694899535218416,0.09466346810205165,0.046999621461823446,Northern Metropolitan,-0.7846248060811246,-1.719824827969119,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
28,Abbotsford,116/56 Nicholson St,-2.0278028707642277,u,-0.9677717523534479,S,Jellis,22/08/2016,-1.3014849810054607,-0.42241516658907846,-1.9823545819326613,-0.7723755222926781,-0.6337801554835224,-0.1399355983402763,-0.188488098109234,0.14262330140899648,0.017698564484825968,0.012354833843559699,Northern Metropolitan,-0.7846248060811246,-1.719824827969119,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
29,Abbotsford,159 Park St,-0.9814633698531323,h,0.09278446670031378,S,Nelson,22/08/2016,-1.3014849810054607,-0.42241516658907846,-0.9470351748622228,0.6733666682978894,0.4050752030500361,-0.11537740959410088,-0.04430441172734775,-1.198884617772962,0.10980410487916671,-0.0001557839073280337,Northern Metropolitan,-0.7846248060811246,-1.719824827969119,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
30,Abbotsford,31 Turner St,1.1112156319690585,h,0.7294310465747695,S,Collins,24/09/2016,-1.3014849810054607,-0.42241516658907846,1.1236036392786544,2.119108858888457,-0.6337801554835224,-0.1399355983402763,-0.048001429326883296,0.14262330140899648,0.12368302192490034,0.012354833843559699,Northern Metropolitan,-0.7846248060811246,-1.719824827969119,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
31,Abbotsford,166 Gipps St,0.06487613105796312,h,0.33524200940434484,S,Biggin,25/02/2017,-1.3014849810054607,-0.42241516658907846,0.08828423220821574,0.6733666682978894,0.4050752030500361,-0.10309831522101316,-0.24764037970180272,0.14262330140899648,0.053026716964850756,-0.00881698081189397,Northern Metropolitan,-0.7846248060811246,-1.719824827969119,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
32,Abbotsford,60 Stafford St,0.06487613105796312,h,0.33524200940434484,S,Biggin,25/02/2017,-1.3014849810054607,-0.42241516658907846,0.08828423220821574,-0.7723755222926781,-0.6337801554835224,-0.09783584620397558,-0.051698446926418846,-0.39397986626378695,0.1072806654163142,0.005618347362291418,Northern Metropolitan,-0.7846248060811246,-1.719824827969119,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
33,Abbotsford,11/205 Gipps St,-2.0278028707642277,u,-0.9474366036105293,S,Nelson,26/07/2016,-1.3014849810054607,-0.42241516658907846,-1.9823545819326613,-0.7723755222926781,-0.6337801554835224,-0.1399355983402763,-0.188488098109234,1.2963201119054808,0.04671811830767466,0.008505412997237904,Northern Metropolitan,-0.7846248060811246,-1.719824827969119,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
34,Abbotsford,47 Studley St,-0.9814633698531323,h,0.16317536619503248,S,Jellis,27/11/2016,-1.3014849810054607,-0.42241516658907846,-0.9470351748622228,-0.7723755222926781,-1.6726355140170808,-0.09933940878027203,-0.11269923731875534,-1.7354877854457456,0.09592518783343308,0.003693636938993762,Northern Metropolitan,-0.7846248060811246,-1.719824827969119,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
35,Abbotsford,45 Yarra St,0.06487613105796312,h,0.18663899935993872,SP,Jellis,27/11/2016,-1.3014849810054607,-0.42241516658907846,0.08828423220821574,0.6733666682978894,-0.6337801554835224,-0.10986434681434722,-0.04430441172734775,0.8938677361508933,0.08835486944487556,0.001768926515696105,Northern Metropolitan,-0.7846248060811246,-1.719824827969119,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
36,Abbotsford,200 Nicholson St,-0.9814633698531323,h,-0.09883520414642047,S,Nelson,28/05/2016,-1.3014849810054607,-0.42241516658907846,-0.9470351748622228,-0.7723755222926781,-1.6726355140170808,-0.09432753352595052,-0.1293358165166653,-1.7354877854457456,0.08961658917625698,0.022940741171423293,Northern Metropolitan,-0.7846248060811246,-1.719824827969119,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
37,Abbotsford,27 Charles St,-0.9814633698531323,h,-0.07146096545402986,S,Biggin,30/07/2016,-1.3014849810054607,-0.42241516658907846,-0.9470351748622228,-0.7723755222926781,-0.6337801554835224,-0.09683347115311128,-0.13118432531643306,-0.9305830339365704,0.007604806633415928,-0.0059299151772210035,Northern Metropolitan,-0.7846248060811246,-1.719824827969119,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
38,Airport West,154 Halsey Rd,0.06487613105796312,t,-0.36866698554284216,PI,Nelson,3/09/2016,0.5729264348369986,-0.6981292994321446,0.08828423220821574,0.6733666682978894,-0.6337801554835224,-0.06400568823730536,0.13500094185012618,1.3768105870563982,1.1507228833082028,-1.1280360919225565,Western Metropolitan,-0.9113828443039624,-1.6976775419329948,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
39,Airport West,50 Bedford St,0.06487613105796312,h,-0.5407336287521545,VB,Nelson,3/12/2016,0.5729264348369986,-0.6981292994321446,0.08828423220821574,0.6733666682978894,-0.6337801554835224,-0.1399355983402763,-0.012879762131295621,0.008472509490800641,1.1217033294853542,-1.1520949722129565,Western Metropolitan,-0.9113828443039624,-1.6976775419329948,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
40,Airport West,50 Bedford St,0.06487613105796312,h,-0.47816394031240456,SP,Nelson,4/03/2017,0.5729264348369986,-0.6981292994321446,0.08828423220821574,0.6733666682978894,-0.6337801554835224,-0.1399355983402763,-0.012879762131295621,0.008472509490800641,1.1217033294853542,-1.1520949722129565,Western Metropolitan,-0.9113828443039624,-1.6976775419329948,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
41,Airport West,23 Hart St,-0.9814633698531323,h,-0.7393923895483606,S,Nelson,4/03/2017,0.5729264348369986,-0.6981292994321446,-0.9470351748622228,-0.7723755222926781,-0.6337801554835224,-0.07177409488150371,-0.12563879891712976,-0.39397986626378695,1.0068868339253407,-1.0318005707606823,Western Metropolitan,-0.9113828443039624,-1.6976775419329948,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
42,Airport West,1/80 Hawker St,0.06487613105796312,t,-0.587660895081967,S,Brad,4/03/2017,0.5729264348369986,-0.6981292994321446,0.08828423220821574,0.6733666682978894,0.4050752030500361,-0.08004368905113421,-0.03321335892874112,1.1889994783709241,1.1027775335139154,-1.0731818448602144,Western Metropolitan,-0.9113828443039624,-1.6976775419329948,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
43,Airport West,1/37 Hillside Gr,0.06487613105796312,h,-0.7440851161813419,S,Maddison,4/03/2017,0.5729264348369986,-0.6981292994321446,-0.9470351748622228,-0.7723755222926781,-0.6337801554835224,-0.06726340715261435,-0.06648651732456103,0.4109248852453882,1.033382948285337,-1.1626808795405466,Western Metropolitan,-0.9113828443039624,-1.6976775419329948,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
44,Airport West,2/49 McIntosh St,-0.9814633698531323,u,-0.9005093372807168,VB,Barry,4/03/2017,0.5729264348369986,-0.6981292994321446,-0.9470351748622228,-0.7723755222926781,-0.6337801554835224,-0.09783584620397558,-0.1219417813175942,1.2426597951382026,1.106562692708239,-1.0471982541465166,Western Metropolitan,-0.9113828443039624,-1.6976775419329948,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
45,Airport West,54 Marshall Rd,0.06487613105796312,h,-0.556376050862092,S,Barry,6/08/2016,0.5729264348369986,-0.6981292994321446,-0.9470351748622228,-0.7723755222926781,-0.6337801554835224,0.015432534543690616,-0.048001429326883296,0.14262330140899648,1.1595549214282315,-1.0394994124535994,Western Metropolitan,-0.9113828443039624,-1.6976775419329948,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
46,Airport West,36 Roberts Rd,1.1112156319690585,h,-0.4547003071474983,S,Considine,6/08/2016,0.5729264348369986,-0.6981292994321446,0.08828423220821574,-0.7723755222926781,0.4050752030500361,0.009668878001220876,-0.046152920527115525,0.14262330140899648,1.0510470245253045,-1.116487829383044,Western Metropolitan,-0.9113828443039624,-1.6976775419329948,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
47,Airport West,11 Harrington Rd,3.2038946337912493,h,-0.5485548398071233,SP,Barry,7/05/2016,0.5729264348369986,-0.6981292994321446,3.1942424534195313,2.119108858888457,0.4050752030500361,0.10464391407061355,0.06290909865918305,0.4109248852453882,1.0762814191539194,-1.1713420764451126,Western Metropolitan,-0.9113828443039624,-1.6976775419329948,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
48,Airport West,2/252 Parer Rd,-0.9814633698531323,t,-0.9787214478304042,S,Barry,7/05/2016,0.5729264348369986,-0.6981292994321446,-0.9470351748622228,-0.7723755222926781,-0.6337801554835224,-0.11237028444150797,-0.11454774611852311,1.3499804286727592,1.105300972976768,-1.1954009567355126,Western Metropolitan,-0.9113828443039624,-1.6976775419329948,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
49,Airport West,3/19 Hart St,-0.9814633698531323,u,-0.8770457041158105,S,Barry,7/11/2016,0.5729264348369986,-0.6981292994321446,-0.9470351748622228,-0.7723755222926781,-0.6337801554835224,-0.10460187779730962,-0.14597239571457524,1.2963201119054808,1.0018399549996357,-1.0289135051260092,Western Metropolitan,-0.9113828443039624,-1.6976775419329948,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
50,Airport West,2/62 Clydesdale Rd,-0.9814633698531323,u,-0.8535820709509043,S,Nelson,10/09/2016,0.5729264348369986,-0.6981292994321446,-0.9470351748622228,-0.7723755222926781,-0.6337801554835224,-0.10986434681434722,-0.10715371091945201,1.2694899535218416,1.0825900178110954,-1.116487829383044,Western Metropolitan,-0.9113828443039624,-1.6976775419329948,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
51,Airport West,3 Deidre Ct,0.06487613105796312,h,-0.28263366393818595,PI,Rendina,10/09/2016,0.5729264348369986,-0.6981292994321446,0.08828423220821574,-0.7723755222926781,4.56049663718427,0.12644557142691212,-0.03506186772850889,0.2767740933271923,1.0636642218396568,-1.1780785629263808,Western Metropolitan,-0.9113828443039624,-1.6976775419329948,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
52,Airport West,13 Etzel St,0.06487613105796312,h,-0.42341546292762333,S,Nelson,10/12/2016,0.5729264348369986,-0.6981292994321446,0.08828423220821574,-0.7723755222926781,-0.6337801554835224,-0.1399355983402763,-0.08682011412200652,-0.39397986626378695,1.1040392532453867,-1.1251490262876098,Western Metropolitan,-0.9113828443039624,-1.6976775419329948,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
